,Date,Latitude,Longitude,Speed,Y,X,Z,speedbump
265,9/10/17 10:44,34.01967,-118.29039,1.86,0.1577,0.006607,-1.017685,no
266,9/10/17 10:44,34.01967,-118.29039,1.86,0.143478,0.003494,-1.003616,no
267,9/10/17 10:44,34.01967,-118.29039,1.86,0.114395,-0.019119,-0.9832,no
268,9/10/17 10:44,34.01967,-118.29039,1.86,0.116867,-0.061905,-0.990692,no
269,9/10/17 10:44,34.01967,-118.29039,1.86,0.101425,-0.067352,-1.018494,no
270,9/10/17 10:44,34.01967,-118.29039,1.86,0.083435,-0.060532,-1.016403,no
271,9/10/17 10:44,34.01967,-118.29039,1.86,0.125015,-0.025482,-1.00499,no
272,9/10/17 10:44,34.019682,-118.290418,2.91,0.129959,-0.00473,-0.98288,no
273,9/10/17 10:44,34.019682,-118.290418,2.91,0.151321,-0.044846,-0.988022,no
274,9/10/17 10:44,34.019682,-118.290418,2.91,0.177399,-0.169861,-1.037109,no
275,9/10/17 10:44,34.019682,-118.290418,2.91,0.092667,-0.104492,-0.975693,no
276,9/10/17 10:44,34.019682,-118.290418,2.91,0.169006,-0.120667,-1.002579,no
277,9/10/17 10:44,34.019682,-118.290418,2.91,0.046143,-0.087082,-0.899307,no
278,9/10/17 10:44,34.019682,-118.290418,2.91,0.07196,-0.068527,-1.041351,no
279,9/10/17 10:44,34.019682,-118.290418,2.91,0.111542,-0.07515,-1.028488,no
280,9/10/17 10:44,34.019682,-118.290418,2.91,0.165863,-0.14061,-0.991119,no
281,9/10/17 10:44,34.019682,-118.290418,2.91,0.124969,-0.170807,-0.919113,no
282,9/10/17 10:44,34.019682,-118.290418,2.91,0.011246,-0.127121,-0.93248,no
283,9/10/17 10:44,34.019707,-118.290443,3.61,0.132797,-0.205124,-1.063309,no
284,9/10/17 10:44,34.019707,-118.290443,3.61,0.183212,-0.103745,-1.107422,no
285,9/10/17 10:44,34.019707,-118.290443,3.61,0.163727,-0.189743,-1.087341,no
286,9/10/17 10:44,34.019707,-118.290443,3.61,0.105972,-0.20401,-0.955063,no
287,9/10/17 10:44,34.019707,-118.290443,3.61,0.077942,-0.113358,-0.931442,no
288,9/10/17 10:44,34.019707,-118.290443,3.61,0.1577,-0.262527,-1.004135,no
289,9/10/17 10:44,34.019707,-118.290443,3.61,0.023239,-0.084595,-1.028442,no
290,9/10/17 10:44,34.019707,-118.290443,3.61,0.097214,-0.12854,-1.097321,no
291,9/10/17 10:44,34.019707,-118.290443,3.61,0.188187,-0.054428,-1.044876,no
292,9/10/17 10:45,34.019733,-118.290455,3.12,0.147858,-0.055496,-0.975037,no
293,9/10/17 10:45,34.019733,-118.290455,3.12,0.112213,-0.246323,-0.968094,no
294,9/10/17 10:45,34.019733,-118.290455,3.12,0.075043,-0.218155,-0.9422,no
295,9/10/17 10:45,34.019733,-118.290455,3.12,0.116852,-0.107574,-1.063843,no
296,9/10/17 10:45,34.019733,-118.290455,3.12,0.40596,-0.26149,-0.844559,no
297,9/10/17 10:45,34.019733,-118.290455,3.12,-0.170807,0.004379,-1.112595,no
298,9/10/17 10:45,34.019733,-118.290455,3.12,0.289505,-0.034119,-1.131073,no
299,9/10/17 10:45,34.019733,-118.290455,3.12,0.255356,-0.076813,-1.002884,no
300,9/10/17 10:45,34.019733,-118.290455,3.12,-0.040573,-0.06041,-0.943832,no
301,9/10/17 10:45,34.019733,-118.290455,3.12,0.256393,-0.124985,-0.915268,no
302,9/10/17 10:45,34.019759,-118.290454,2.98,0.118668,0.000122,-1.095642,no
303,9/10/17 10:45,34.019759,-118.290454,2.98,0.169464,-0.033157,-0.996262,no
304,9/10/17 10:45,34.019759,-118.290454,2.98,0.142532,0.037292,-0.955521,no
