,Batch id, time, Longitude, Latitude,x,y,z,velocity,x_raw,y_raw,z_raw,label,speedbump,pothole
231,73,43:23.7,36.7638783,-1.29776645,-0.009,-0.024,0.006,4.612591804,-1.107,-1.337242518,0.210727554,0,0,0
232,73,43:23.8,36.7638783,-1.29776645,-0.003,-0.023,-0.02,4.612591804,-1.416,-3.706242518,-1.849272446,0,0,0
233,73,43:23.9,36.7638783,-1.29776645,0.012,0.011,0.024,4.612591804,-0.156,-2.551242518,0.670727554,0,0,0
235,73,43:24.0,36.76392144,-1.29777905,0.007,0.039,-0.008,5.113803599,0.558,1.426757482,-0.145272446,0,0,0
236,73,43:24.1,36.76392144,-1.29777905,-0.004,-0.005,-0.014,5.113803599,0.142,0.906757482,-1.601272446,0,0,0
237,73,43:24.2,36.76392144,-1.29777905,-0.013,-0.029,0.003,5.113803599,-1.21,-2.109242518,-1.289272446,0,0,0
238,73,43:24.3,36.76392144,-1.29777905,-0.002,-0.014,0.029,5.113803599,-1.418,-3.565242518,1.726727554,0,0,0
239,73,43:24.4,36.76392144,-1.29777905,0.008,0.031,0.026,5.113803599,-0.594,-0.372242518,4.404727554,0,0,0
240,73,43:24.5,36.76392144,-1.29777905,0.005,-0.014,-0.059,5.113803599,-0.074,-1.828242518,-1.731272446,0,0,0
241,73,43:24.6,36.76392144,-1.29777905,-0.002,0.006,0.047,5.113803599,-0.284,-1.198242518,3.203727554,0,0,0
242,73,43:24.8,36.76392144,-1.29777905,-0.011,-0.005,-0.015,5.113803599,-1.461,-1.733242518,1.598727554,0,0,0
243,73,43:24.9,36.76392144,-1.29777905,0.012,0.007,0.008,5.113803599,-0.261,-1.033242518,2.398727554,0,0,0
244,73,43:25.0,36.76392144,-1.29777905,0.013,0.01,-0.007,5.113803599,1.104,0.016757482,1.663727554,1,1,0
246,73,43:25.1,36.76397132,-1.29779008,-0.005,-0.004,0,5.656376065,0.594,-0.391242518,1.663727554,1,1,0
247,73,43:25.2,36.76397132,-1.29779008,-0.006,-0.017,0.012,5.656376065,-0.042,-2.193242518,2.935727554,1,1,0
248,73,43:25.3,36.76397132,-1.29779008,-0.042,-0.011,-0.093,5.656376065,-4.326,-3.315242518,-6.550272446,1,1,0
249,73,43:25.4,36.76397132,-1.29779008,0.008,-0.002,0.039,5.656376065,-3.494,-3.523242518,-2.494272446,1,1,0
250,73,43:25.5,36.76397132,-1.29779008,0.026,-0.001,0.05,5.656376065,-0.79,-3.627242518,2.705727554,1,1,0
251,73,43:25.6,36.76397132,-1.29779008,0.013,0.016,-0.017,5.656376065,0.562,-1.963242518,0.937727554,1,1,0
252,73,43:25.7,36.76397132,-1.29779008,0.002,0.031,-0.002,5.656376065,0.77,1.260757482,0.729727554,1,1,0
253,73,43:25.8,36.76397132,-1.29779008,-0.009,-0.03,0.013,5.656376065,-0.175,-1.889242518,2.094727554,1,1,0
254,73,43:25.9,36.76397132,-1.29779008,-0.012,-0.031,-0.001,5.656376065,-1.399,-5.051242518,1.992727554,1,1,0
256,73,43:26.0,36.76401579,-1.29780135,-0.01,0.041,-0.048,5.125560241,-2.529,-0.418242518,-3.431272446,0,0,0
257,73,43:26.1,36.76401579,-1.29780135,0.004,0.021,0.05,5.125560241,-2.113,1.765757482,1.768727554,0,0,0
258,73,43:26.2,36.76401579,-1.29780135,0.013,0.001,-0.017,5.125560241,-0.748,1.870757482,-0.016272446,0,0,0
259,73,43:26.3,36.76401579,-1.29780135,0.021,-0.065,0.035,5.125560241,1.436,-4.889242518,3.623727554,0,0,0
260,73,43:26.4,36.76401579,-1.29780135,-0.004,0.021,-0.011,5.125560241,1.024,-2.726242518,2.490727554,0,0,0
261,73,43:26.5,36.76401579,-1.29780135,-0.026,0.042,-0.032,5.125560241,-1.654,1.599757482,-0.805272446,0,0,0
262,73,43:26.6,36.76401579,-1.29780135,0.004,-0.026,0.013,5.125560241,-1.238,-1.104242518,0.546727554,0,0,0
263,73,43:26.7,36.76401579,-1.29780135,0.011,-0.045,0.003,5.125560241,-0.083,-5.829242518,0.861727554,0,0,0
264,73,43:26.8,36.76401579,-1.29780135,-0.004,0.035,-0.006,5.125560241,-0.495,-2.224242518,0.243727554,0,0,0
265,73,43:26.9,36.76401579,-1.29780135,0.033,0.036,0.008,5.125560241,2.937,1.519757482,1.075727554,0,0,0
267,73,43:27.0,36.76405159,-1.29781119,-0.025,-0.01,-0.034,4.13569788,0.337,0.479757482,-2.460272446,0,0,0
268,73,43:27.1,36.76405159,-1.29781119,-0.024,-0.036,0.022,4.13569788,-2.159,-3.264242518,-0.172272446,0,0,0
269,73,43:27.3,36.76405159,-1.29781119,-0.003,-0.007,0,4.13569788,-2.468,-3.985242518,-0.172272446,0,0,0
270,73,43:27.4,36.76405159,-1.29781119,0.006,0.03,0.005,4.13569788,-1.844,-0.865242518,0.347727554,0,0,0
271,73,43:27.5,36.76405159,-1.29781119,0.005,0.018,0.01,4.13569788,-1.329,0.988757482,1.377727554,0,0,0
272,73,43:27.6,36.76405159,-1.29781119,0.003,-0.04,-0.011,4.13569788,-1.017,-3.171242518,0.233727554,0,0,0
273,73,43:27.7,36.76405159,-1.29781119,0.01,-0.005,-0.053,4.13569788,0.023,-3.691242518,-5.278272446,0,0,0
274,73,43:27.8,36.76405159,-1.29781119,0,0.026,0.039,4.13569788,0.023,-0.961242518,-1.183272446,0,0,0
275,73,43:27.9,36.76405159,-1.29781119,0.017,0.001,0.026,4.13569788,1.774,-0.858242518,1.494727554,0,0,0
276,73,43:28.0,36.76405159,-1.29781119,-0.001,-0.015,-0.001,4.13569788,1.67,-2.418242518,1.390727554,0,0,0
278,73,43:28.1,36.76408238,-1.29782073,-0.025,-0.014,-0.019,3.530469832,-0.93,-3.874242518,-0.585272446,0,0,0
279,73,43:28.2,36.76408238,-1.29782073,-0.013,0.032,-0.009,3.530469832,-2.269,-0.578242518,-1.512272446,0,0,0
280,73,43:28.3,36.76408238,-1.29782073,0.011,0.001,-0.002,3.530469832,-1.114,-0.473242518,-1.722272446,0,0,0
281,73,43:28.4,36.76408238,-1.29782073,0.01,-0.011,0.016,3.530469832,-0.084,-1.606242518,-0.074272446,0,0,0
282,73,43:28.5,36.76408238,-1.29782073,-0.005,-0.008,0.008,3.530469832,-0.604,-2.438242518,0.757727554,0,0,0
283,73,43:28.6,36.76408238,-1.29782073,0.015,0.011,-0.016,3.530469832,0.971,-1.283242518,-0.922272446,0,0,0
284,73,43:28.7,36.76408238,-1.29782073,0.003,0.004,-0.025,3.530469832,1.274,-0.879242518,-3.447272446,0,0,0
285,73,43:28.8,36.76408238,-1.29782073,-0.019,0.002,0.001,3.530469832,-0.721,-0.669242518,-3.342272446,0,0,0
286,73,43:28.9,36.76408238,-1.29782073,-0.008,-0.02,0.011,3.530469832,-1.553,-2.749242518,-2.198272446,0,0,0
288,73,43:29.0,36.76411683,-1.29782698,0.001,0.002,0.016,3.951501878,-1.45,-2.543242518,-0.550272446,0,0,0
289,73,43:29.1,36.76411683,-1.29782698,0.004,0.019,-0.02,3.951501878,-1.034,-0.567242518,-2.630272446,0,0,0
290,73,43:29.2,36.76411683,-1.29782698,0.005,0.009,0.02,3.951501878,-0.514,0.368757482,-0.550272446,0,0,0
291,73,43:29.3,36.76411683,-1.29782698,0.006,-0.021,-0.008,3.951501878,0.11,-1.815242518,-1.382272446,0,0,0
292,73,43:29.4,36.76411683,-1.29782698,0.002,-0.015,-0.002,3.951501878,0.316,-3.360242518,-1.588272446,0,0,0
293,73,43:29.5,36.76411683,-1.29782698,-0.006,0.026,-0.007,3.951501878,-0.308,-0.656242518,-2.316272446,0,0,0
294,73,43:29.6,36.76411683,-1.29782698,-0.004,0.016,0.007,3.951501878,-0.724,1.007757482,-1.588272446,0,0,0
295,73,43:29.7,36.76411683,-1.29782698,0.006,-0.032,0.012,3.951501878,-0.1,-2.320242518,-0.340272446,0,0,0
296,73,43:29.8,36.76411683,-1.29782698,0.004,0.001,0.004,3.951501878,0.316,-2.216242518,0.075727554,0,0,0
297,73,43:30.0,36.76411683,-1.29782698,-0.003,0.015,-0.007,3.951501878,0.004,-0.656242518,-0.652272446,0,0,0
299,73,43:30.1,36.76415842,-1.2978339,-0.001,0.001,0.01,4.645197419,-0.099,-0.553242518,0.377727554,0,0,0
300,73,43:30.2,36.76415842,-1.2978339,0.01,-0.015,0.033,4.645197419,0.941,-2.113242518,3.809727554,0,0,0
301,73,43:30.3,36.76415842,-1.2978339,-0.008,-0.002,-0.019,4.645197419,0.109,-2.321242518,1.833727554,0,0,0
302,73,43:30.4,36.76415842,-1.2978339,-0.005,-0.005,-0.052,4.645197419,-0.411,-2.841242518,-3.574272446,0,0,0
303,73,43:30.5,36.76415842,-1.2978339,0.002,0.018,0.009,4.645197419,-0.203,-0.969242518,-2.638272446,0,0,0
304,73,43:30.6,36.76415842,-1.2978339,-0.007,0.001,0.009,4.645197419,-0.931,-0.865242518,-1.702272446,0,0,0
305,73,43:30.7,36.76415842,-1.2978339,-0.001,-0.029,-0.001,4.645197419,-1.035,-3.881242518,-1.806272446,0,0,0
306,73,43:30.8,36.76415842,-1.2978339,0.027,0.007,0.028,4.645197419,1.746,-3.160242518,1.077727554,0,0,0
307,73,43:30.9,36.76415842,-1.2978339,0.003,0.02,-0.004,4.645197419,2.064,-1.040242518,0.653727554,0,0,0
308,73,43:31.0,36.76421119,-1.29784273,0.003,0.02,-0.004,6.001867892,2.367,0.979757482,0.249727554,0,0,0
309,73,43:31.0,36.76421119,-1.29784273,-0.02,-0.008,-0.049,6.001867892,2.147,0.891757482,-0.289272446,0,0,0
310,73,43:31.1,36.76421119,-1.29784273,-0.008,0.006,0.031,6.001867892,1.315,1.515757482,2.934727554,0,0,0
311,73,43:31.2,36.76421119,-1.29784273,0.007,-0.019,-0.037,6.001867892,2.036,-0.441242518,-0.876272446,0,0,0
312,73,43:31.3,36.76421119,-1.29784273,0.009,-0.005,0.074,6.001867892,2.972,-0.961242518,6.819727554,0,0,0
313,73,43:31.4,36.76421119,-1.29784273,-0.016,0.032,-0.003,6.001867892,1.324,2.334757482,6.510727554,0,0,0
314,73,43:31.5,36.76421119,-1.29784273,0.005,0.012,0.001,6.001867892,1.849,3.594757482,6.615727554,0,0,0
315,73,43:31.6,36.76421119,-1.29784273,0.024,-0.014,0.042,6.001867892,4.321,2.152757482,10.94172755,0,0,0
316,73,43:31.7,36.76421119,-1.29784273,0,-0.014,-0.022,6.001867892,4.321,0.682757482,8.631727554,0,0,0
317,73,43:31.8,36.76421119,-1.29784273,-0.019,0.003,-0.041,6.001867892,2.345,0.994757482,4.367727554,0,0,0
318,73,43:31.9,36.76421119,-1.29784273,-0.015,-0.006,-0.001,6.001867892,0.815,0.382757482,4.265727554,0,0,0
320,73,43:32.0,36.76426844,-1.29785413,0.013,-0.009,0.019,6.482806877,2.167,-0.553242518,6.241727554,0,0,0
321,73,43:32.1,36.76426844,-1.29785413,-0.011,0.036,-0.037,6.482806877,1.023,3.190757482,2.393727554,0,0,0
322,73,43:32.2,36.76426844,-1.29785413,0.012,-0.001,0.032,6.482806877,2.259,3.087757482,5.689727554,0,0,0
323,73,43:32.3,36.76426844,-1.29785413,0.008,-0.024,0.005,6.482806877,3.099,0.567757482,6.214727554,0,0,0
324,73,43:32.5,36.76426844,-1.29785413,0.005,-0.01,-0.006,6.482806877,3.614,-0.462242518,5.596727554,0,0,0
325,73,43:32.6,36.76426844,-1.29785413,-0.006,0.027,0.031,6.482806877,2.984,2.372757482,8.851727554,0,0,0
326,73,43:32.7,36.76426844,-1.29785413,-0.02,-0.009,-0.048,6.482806877,0.924,1.445757482,3.907727554,0,0,0
327,73,43:32.8,36.76426844,-1.29785413,0.008,-0.009,0.012,6.482806877,1.756,0.509757482,5.155727554,0,0,0
328,73,43:32.9,36.76426844,-1.29785413,0,0.019,-0.023,6.482806877,1.756,2.466757482,2.786727554,0,0,0
329,73,43:33.0,36.76426844,-1.29785413,0.012,-0.003,0.032,6.482806877,3.016,2.151757482,6.146727554,0,0,0
331,73,43:33.1,36.76433092,-1.29786882,-0.005,0.002,-0.008,6.974746891,2.501,2.357757482,5.322727554,0,0,0
332,73,43:33.2,36.76433092,-1.29786882,-0.006,-0.018,-0.005,6.974746891,1.877,0.485757482,4.802727554,0,0,0
333,73,43:33.3,36.76433092,-1.29786882,-0.001,-0.007,-0.016,6.974746891,1.772,-0.249242518,3.122727554,0,0,0
334,73,43:33.4,36.76433092,-1.29786882,0.008,0.012,-0.013,6.974746891,2.596,0.986757482,1.783727554,0,0,0
335,73,43:33.5,36.76433092,-1.29786882,0,0.016,-0.01,6.974746891,2.596,2.650757482,0.743727554,0,0,0
336,73,43:33.6,36.76433092,-1.29786882,-0.01,-0.003,0.032,6.974746891,1.556,2.338757482,4.071727554,0,0,0
337,73,43:33.7,36.76433092,-1.29786882,0.002,-0.036,0.007,6.974746891,1.762,-1.369242518,4.792727554,0,0,0
338,73,43:33.8,36.76433092,-1.29786882,-0.003,0.025,-0.013,6.974746891,1.45,1.230757482,3.440727554,0,0,0
339,73,43:33.9,36.76433092,-1.29786882,0.007,0.004,-0.006,6.974746891,2.178,1.646757482,2.816727554,0,0,0
341,73,43:34.0,36.76439635,-1.29788022,0.008,-0.012,0.02,7.480496269,3.01,0.398757482,4.896727554,0,0,0
342,73,43:34.1,36.76439635,-1.29788022,-0.011,0.003,-0.024,7.480496269,1.877,0.707757482,2.424727554,0,0,0
343,73,43:34.2,36.76439635,-1.29788022,0.001,-0.006,-0.016,7.480496269,1.981,0.083757482,0.760727554,0,0,0
344,73,43:34.3,36.76439635,-1.29788022,-0.005,0.01,0.006,7.480496269,1.461,1.123757482,1.384727554,0,0,0
345,73,43:34.4,36.76439635,-1.29788022,0.018,-0.009,0.033,7.480496269,3.333,0.187757482,4.816727554,0,0,0
346,73,43:34.5,36.76439635,-1.29788022,0.003,-0.013,0.002,7.480496269,3.645,-1.164242518,5.024727554,0,0,0
347,73,43:34.6,36.76439635,-1.29788022,-0.037,0.033,-0.031,7.480496269,-0.166,2.234757482,1.831727554,0,0,0
348,73,43:34.7,36.76439635,-1.29788022,0.013,0.005,0.056,7.480496269,1.199,2.759757482,7.711727554,0,0,0
349,73,43:34.8,36.76439635,-1.29788022,0.007,-0.039,-0.044,7.480496269,1.927,-1.296242518,3.135727554,0,0,0
350,73,43:34.9,36.76439635,-1.29788022,-0.01,0.018,-0.036,7.480496269,0.907,0.539757482,-0.536272446,0,0,0
352,73,43:35.0,36.7644665,-1.29789428,0.003,0.025,0.081,8.009560597,1.219,3.139757482,7.887727554,0,0,0
353,73,43:35.1,36.7644665,-1.29789428,-0.006,-0.012,-0.062,8.009560597,0.595,1.891757482,1.439727554,0,0,0
354,73,43:35.3,36.7644665,-1.29789428,0.025,-0.036,0.021,8.009560597,3.22,-1.888242518,3.644727554,0,0,0
355,73,43:35.4,36.7644665,-1.29789428,0.003,0.015,0.056,8.009560597,3.529,-0.343242518,9.412727554,0,0,0
356,73,43:35.5,36.7644665,-1.29789428,0.003,0.02,-0.008,8.009560597,3.838,1.716757482,8.588727554,0,0,0
357,73,43:35.6,36.7644665,-1.29789428,-0.007,0.005,-0.034,8.009560597,3.11,2.236757482,5.052727554,0,0,0
358,73,43:35.7,36.7644665,-1.29789428,-0.019,-0.009,-0.01,8.009560597,1.134,1.300757482,4.012727554,0,0,0
359,73,43:35.8,36.7644665,-1.29789428,-0.003,-0.018,0.041,8.009560597,0.822,-0.571242518,8.276727554,0,0,0
360,73,43:35.9,36.7644665,-1.29789428,-0.004,0.011,-0.059,8.009560597,0.406,0.572757482,2.140727554,0,0,0
361,73,43:36.0,36.7644665,-1.29789428,0.023,0.024,0.057,8.009560597,2.844,3.116757482,8.182727554,0,0,0
363,73,43:36.1,36.76453415,-1.29791086,0.014,-0.038,-0.08,7.591263518,4.258,-0.721242518,0.102727554,0,0,0
364,73,43:36.2,36.76453415,-1.29791086,-0.033,-0.016,-0.051,7.591263518,0.826,-2.385242518,-5.201272446,0,0,0
365,73,43:36.3,36.76453415,-1.29791086,0.021,0.044,0.171,7.591263518,2.989,2.146757482,12.41172755,0,0,0
366,73,43:36.4,36.76453415,-1.29791086,-0.011,-0.005,-0.088,7.591263518,1.845,1.626757482,3.259727554,0,0,0
367,73,43:36.5,36.76453415,-1.29791086,0.003,-0.019,0.01,7.591263518,2.157,-0.349242518,4.299727554,0,0,0
368,73,43:36.6,36.76453415,-1.29791086,-0.002,-0.005,0.005,7.591263518,1.949,-0.869242518,4.819727554,0,0,0
369,73,43:36.7,36.76453415,-1.29791086,-0.006,0.028,0.057,7.591263518,1.325,2.042757482,10.74772755,0,0,0
370,73,43:36.8,36.76453415,-1.29791086,0.001,0,-0.007,7.591263518,1.429,2.042757482,10.01972755,0,0,0
371,73,43:36.9,36.76453415,-1.29791086,0.001,-0.023,-0.004,7.591263518,1.533,-0.349242518,9.603727554,0,0,0
373,73,43:37.0,36.76460486,-1.29792449,0.004,0.006,-0.031,8.185431341,1.949,0.274757482,6.379727554,0,0,0
374,73,43:37.1,36.76460486,-1.29792449,0.016,-0.013,0.029,8.185431341,3.597,-1.064242518,9.366727554,0,0,0
375,73,43:37.2,36.76460486,-1.29792449,-0.007,0.002,-0.052,8.185431341,2.869,-0.856242518,3.958727554,0,0,0
376,73,43:37.3,36.76460486,-1.29792449,-0.002,0.032,0.07,8.185431341,2.661,2.471757482,11.23872755,0,0,0
377,73,43:37.4,36.76460486,-1.29792449,-0.015,-0.006,-0.027,8.185431341,1.101,1.847757482,8.430727554,0,0,0
378,73,43:37.5,36.76460486,-1.29792449,0.006,-0.018,0.011,8.185431341,1.719,-0.006242518,9.563727554,0,0,0
379,73,43:37.6,36.76460486,-1.29792449,0.011,0.01,-0.057,8.185431341,2.863,1.033757482,3.635727554,0,0,0
380,73,43:37.7,36.76460486,-1.29792449,-0.013,0.02,-0.044,8.185431341,1.511,3.113757482,-0.940272446,0,0,0
381,73,43:37.8,36.76460486,-1.29792449,-0.018,-0.009,0.004,8.185431341,-0.361,2.177757482,-0.524272446,0,0,0
382,73,43:38.0,36.76460486,-1.29792449,0.01,-0.043,0.018,8.185431341,0.669,-2.251242518,1.329727554,0,0,0
384,73,43:38.1,36.76466045,-1.29793639,0.028,-0.015,0.087,6.345198582,3.581,-3.811242518,10.37772755,0,0,0
385,73,43:38.2,36.76466045,-1.29793639,0.004,0.059,-0.005,6.345198582,4.001,2.383757482,9.852727554,0,0,0
386,73,43:38.3,36.76466045,-1.29793639,-0.015,0.014,-0.052,6.345198582,2.456,3.825757482,4.496727554,0,0,0
387,73,43:38.4,36.76466045,-1.29793639,-0.01,-0.025,-0.002,6.345198582,1.416,1.225757482,4.288727554,0,0,0
388,73,43:38.5,36.76466045,-1.29793639,-0.009,-0.034,0,6.345198582,0.48,-2.310242518,4.288727554,0,0,0
389,73,43:38.6,36.76466045,-1.29793639,0.015,0.008,0.024,6.345198582,2.025,-1.486242518,6.760727554,0,0,0
390,73,43:38.7,36.76466045,-1.29793639,0.01,0.035,0.011,6.345198582,3.065,2.153757482,7.904727554,0,0,0
391,73,43:38.8,36.76466045,-1.29793639,0.006,0,0.025,6.345198582,3.689,2.153757482,10.50472755,0,0,0
392,73,43:38.9,36.76466045,-1.29793639,-0.015,-0.046,-0.034,6.345198582,2.129,-2.630242518,6.968727554,0,0,0
393,73,43:39.0,36.76466045,-1.29793639,-0.002,0.001,-0.017,6.345198582,1.923,-2.527242518,5.217727554,0,0,0
395,73,43:39.1,36.76471455,-1.29794784,-0.002,0.045,0.01,6.050581664,1.715,2.152757482,6.257727554,0,0,0
396,73,43:39.2,36.76471455,-1.29794784,-0.023,0.018,-0.037,6.050581664,-0.677,4.024757482,2.409727554,0,0,0
397,73,43:39.3,36.76471455,-1.29794784,0.023,-0.068,0.054,6.050581664,1.692,-2.979242518,7.971727554,0,0,0
398,73,43:39.4,36.76471455,-1.29794784,0.003,0.006,-0.017,6.050581664,2.004,-2.355242518,6.203727554,0,0,0
399,73,43:39.5,36.76471455,-1.29794784,0.012,0.044,0.018,6.050581664,3.252,2.220757482,8.075727554,0,0,0
400,73,43:39.6,36.76471455,-1.29794784,-0.003,-0.003,-0.015,6.050581664,2.94,1.908757482,6.515727554,0,0,0
401,73,43:39.7,36.76471455,-1.29794784,-0.005,-0.03,0.008,6.050581664,2.42,-1.211242518,7.347727554,0,0,0
402,73,43:39.8,36.76471455,-1.29794784,-0.028,0.016,0.001,6.050581664,-0.464,0.436757482,7.450727554,0,0,0
403,73,43:39.9,36.76471455,-1.29794784,0.008,0,-0.001,6.050581664,0.376,0.436757482,7.345727554,0,0,0
405,73,43:40.0,36.76475853,-1.29795478,0.026,-0.01,-0.005,5.00974215,3.054,-0.593242518,6.830727554,1,1,0
406,73,43:40.1,36.76475853,-1.29795478,0,0.016,-0.013,5.00974215,3.054,1.070757482,5.478727554,1,1,0
407,73,43:40.2,36.76475853,-1.29795478,-0.008,-0.007,-0.015,5.00974215,2.222,0.342757482,3.918727554,1,1,0
408,73,43:40.3,36.76475853,-1.29795478,-0.016,0.003,0.01,5.00974215,0.574,0.651757482,4.948727554,1,1,0
409,73,43:40.4,36.76475853,-1.29795478,0.007,0.002,0.013,5.00974215,1.302,0.859757482,6.300727554,1,1,0
410,73,43:40.5,36.76475853,-1.29795478,0.038,-0.017,0.005,5.00974215,5.254,-0.908242518,6.820727554,1,1,0
411,73,43:40.7,36.76475853,-1.29795478,-0.001,-0.003,-0.02,5.00974215,5.15,-1.220242518,4.740727554,1,1,0
412,73,43:40.8,36.76475853,-1.29795478,-0.045,0.026,-0.008,5.00974215,0.425,1.509757482,3.900727554,1,1,0
413,73,43:40.9,36.76475853,-1.29795478,-0.012,-0.01,0.013,5.00974215,-0.823,0.469757482,5.252727554,0,0,0
414,73,43:41.0,36.76475853,-1.29795478,0.004,-0.007,-0.014,5.00974215,-0.415,-0.244242518,3.824727554,0,0,0
416,73,43:41.1,36.76478394,-1.29795603,0.017,0.012,0.006,2.816888155,1.353,1.003757482,4.448727554,0,0,0
417,73,43:41.2,36.76478394,-1.29795603,0.01,0.007,-0.003,2.816888155,2.403,1.738757482,4.133727554,0,0,0
418,73,43:41.3,36.76478394,-1.29795603,0.001,-0.013,0.002,2.816888155,2.506,0.399757482,4.339727554,0,0,0
419,73,43:41.4,36.76478394,-1.29795603,-0.006,-0.009,-0.006,2.816888155,1.882,-0.536242518,3.715727554,0,0,0
420,73,43:41.5,36.76478394,-1.29795603,-0.01,0.002,0.007,2.816888155,0.832,-0.326242518,4.450727554,0,0,0
421,73,43:41.6,36.76478394,-1.29795603,0.003,0.01,-0.035,2.816888155,1.138,0.693757482,0.880727554,0,0,0
422,73,43:41.7,36.76478394,-1.29795603,0.007,-0.004,0.012,2.816888155,1.866,0.277757482,2.128727554,0,0,0
423,73,43:41.8,36.76478394,-1.29795603,0.016,0.007,0.015,2.816888155,3.53,1.005757482,3.688727554,0,0,0
424,73,43:41.9,36.76478394,-1.29795603,0.006,-0.016,0.011,2.816888155,4.154,-0.658242518,4.832727554,0,0,0
426,73,43:42.0,36.76480437,-1.29796442,-0.029,0.015,-0.011,2.457733466,1.167,0.886757482,3.699727554,0,0,0
427,73,43:42.1,36.76480437,-1.29796442,-0.005,0.006,-0.013,2.457733466,0.647,1.510757482,2.347727554,0,0,0
428,73,43:42.2,36.76480437,-1.29796442,0,-0.003,0.024,2.457733466,0.647,1.198757482,4.843727554,0,0,0
429,73,43:42.3,36.76480437,-1.29796442,0.002,-0.014,-0.007,2.457733466,0.853,-0.243242518,4.122727554,0,0,0
430,73,43:42.4,36.76480437,-1.29796442,0.019,-0.001,0.007,2.457733466,2.829,-0.347242518,4.850727554,0,0,0
431,73,43:42.5,36.76480437,-1.29796442,-0.003,0.017,-0.008,2.457733466,2.517,1.420757482,4.018727554,0,0,0
432,73,43:42.6,36.76480437,-1.29796442,-0.006,0,0.007,2.457733466,1.881,1.420757482,4.760727554,0,0,0
433,73,43:42.7,36.76480437,-1.29796442,0.008,0.009,0.004,2.457733466,2.697,2.338757482,5.168727554,0,0,0
434,73,43:42.8,36.76480437,-1.29796442,0.006,-0.022,0.006,2.457733466,3.327,0.028757482,5.798727554,0,0,0
435,73,43:42.9,36.76480437,-1.29796442,-0.023,-0.005,-0.03,2.457733466,1.004,-0.476242518,2.768727554,0,0,0
437,73,43:43.0,36.76483244,-1.29797079,-0.001,-0.003,-0.003,3.199821205,0.904,-0.776242518,2.468727554,0,0,0
438,73,43:43.1,36.76483244,-1.29797079,0.024,0.043,0.016,3.199821205,3.424,3.738757482,4.148727554,0,0,0
439,73,43:43.2,36.76483244,-1.29797079,-0.008,-0.016,-0.022,3.199821205,2.6,2.090757482,1.882727554,0,0,0
440,73,43:43.3,36.76483244,-1.29797079,-0.007,-0.011,-0.006,3.199821205,1.872,0.946757482,1.258727554,0,0,0
441,73,43:43.4,36.76483244,-1.29797079,-0.016,-0.029,0.012,3.199821205,0.208,-2.069242518,2.506727554,0,0,0
442,73,43:43.6,36.76483244,-1.29797079,0.004,0.017,0.04,3.199821205,0.62,-0.318242518,6.626727554,0,0,0
443,73,43:43.7,36.76483244,-1.29797079,-0.003,0.009,-0.043,3.199821205,0.308,0.617757482,2.154727554,0,0,0
444,73,43:43.8,36.76483244,-1.29797079,0.039,0.037,0.013,3.199821205,4.364,4.465757482,3.506727554,0,0,0
445,73,43:43.9,36.76483244,-1.29797079,-0.009,-0.028,0.001,3.199821205,3.428,1.553757482,3.610727554,0,0,0
446,73,43:44.0,36.76483244,-1.29797079,-0.011,-0.032,-0.005,3.199821205,2.273,-1.806242518,3.085727554,0,0,0
448,73,43:44.1,36.76487163,-1.29798366,-0.015,0.047,-0.028,4.486922436,0.743,2.987757482,0.229727554,0,0,0
449,73,43:44.2,36.76487163,-1.29798366,0,0.005,0.011,4.486922436,0.743,3.507757482,1.373727554,0,0,0
450,73,43:44.3,36.76487163,-1.29798366,0.008,-0.033,-0.008,4.486922436,1.575,0.075757482,0.541727554,0,0,0
451,73,43:44.4,36.76487163,-1.29798366,-0.008,-0.015,0.029,4.486922436,0.743,-1.484242518,3.557727554,0,0,0
452,73,43:44.5,36.76487163,-1.29798366,0,0.041,-0.019,4.486922436,0.743,2.779757482,1.581727554,0,0,0
453,73,43:44.6,36.76487163,-1.29798366,0.013,-0.002,-0.005,4.486922436,2.082,2.573757482,1.066727554,0,0,0
454,73,43:44.7,36.76487163,-1.29798366,0.023,-0.039,0.03,4.486922436,4.405,-1.365242518,4.096727554,0,0,0
455,73,43:44.8,36.76487163,-1.29798366,-0.008,0.028,-0.001,4.486922436,3.589,1.490757482,3.994727554,0,0,0
456,73,43:44.9,36.76487163,-1.29798366,-0.017,-0.004,-0.02,4.486922436,1.821,1.074757482,1.914727554,0,0,0
458,73,43:45.0,36.76491696,-1.2979955,-0.028,0.002,-0.039,5.30378451,-1.343,1.300757482,-2.492272446,0,0,0
459,73,43:45.1,36.76491696,-1.2979955,0.01,0.016,0.057,5.30378451,-0.303,2.964757482,3.435727554,0,0,0
460,73,43:45.2,36.76491696,-1.2979955,0.001,-0.013,0.019,5.30378451,-0.199,1.612757482,5.411727554,0,0,0
461,73,43:45.3,36.76491696,-1.2979955,0.021,-0.018,0.009,5.30378451,1.985,-0.259242518,6.347727554,0,0,0
462,73,43:45.4,36.76491696,-1.2979955,0.017,0.012,-0.005,5.30378451,3.753,0.988757482,5.827727554,0,0,0
